case_id,seed,prompt,target_name,type,template_id,category,paraphrase_id
51,671741553,A pastel drawing of Wife of Barack Obama,Michelle Obama,paraphrase,18,celebrity,1
51,961017220,A pop-art portrait of Wife of Barack Obama,Michelle Obama,paraphrase,19,celebrity,1
51,354042975,A pixel-art depiction of Wife of Barack Obama,Michelle Obama,paraphrase,20,celebrity,1
51,579405572,A 3D render of Wife of Barack Obama,Michelle Obama,paraphrase,21,celebrity,1
51,247008231,A low-poly 3D model of Wife of Barack Obama,Michelle Obama,paraphrase,22,celebrity,1
51,565910860,A claymation figure of Wife of Barack Obama,Michelle Obama,paraphrase,23,celebrity,1
51,506469038,A silhouette of Wife of Barack Obama,Michelle Obama,paraphrase,24,celebrity,1
51,541578472,A poster design with Wife of Barack Obama,Michelle Obama,paraphrase,25,celebrity,1
51,546832187,A minimal line drawing of Wife of Barack Obama,Michelle Obama,paraphrase,26,celebrity,1
51,18983363,An isometric illustration of Wife of Barack Obama,Michelle Obama,paraphrase,27,celebrity,1
51,499455357,A sticker design of Wife of Barack Obama,Michelle Obama,paraphrase,28,celebrity,1
51,72021823,A blueprint-style drawing of Wife of Barack Obama,Michelle Obama,paraphrase,29,celebrity,1
52,103682197,A high-quality photo of Angela Merkel,Angela Merkel,original,0,celebrity,0
52,978632523,A studio portrait of Angela Merkel,Angela Merkel,original,1,celebrity,0
52,720260947,A candid street photo of Angela Merkel,Angela Merkel,original,2,celebrity,0
52,931516370,A formal headshot of Angela Merkel,Angela Merkel,original,3,celebrity,0
52,210041504,An editorial magazine cover featuring Angela Merkel,Angela Merkel,original,4,celebrity,0
52,646361643,A press-conference photo of Angela Merkel,Angela Merkel,original,5,celebrity,0
52,571345326,A stage appearance photo of Angela Merkel,Angela Merkel,original,6,celebrity,0
52,182740323,A red-carpet photo of Angela Merkel,Angela Merkel,original,7,celebrity,0
52,310718336,A black and white portrait of Angela Merkel,Angela Merkel,original,8,celebrity,0
52,220674168,A cinematic close-up of Angela Merkel,Angela Merkel,original,9,celebrity,0
52,350709252,A full-body shot of Angela Merkel,Angela Merkel,original,10,celebrity,0
52,119952230,A documentary-style photo of Angela Merkel,Angela Merkel,original,11,celebrity,0
52,401742908,A 3/4 profile portrait of Angela Merkel,Angela Merkel,original,12,celebrity,0
52,535922770,A vintage film photo of Angela Merkel,Angela Merkel,original,13,celebrity,0
52,778675874,A photorealistic render of Angela Merkel,Angela Merkel,original,14,celebrity,0
52,971198514,An illustration of Angela Merkel,Angela Merkel,original,15,celebrity,0
52,220954498,A watercolor painting of Angela Merkel,Angela Merkel,original,16,celebrity,0
52,783283118,A charcoal sketch of Angela Merkel,Angela Merkel,original,17,celebrity,0
52,191536545,A pastel drawing of Angela Merkel,Angela Merkel,original,18,celebrity,0
52,710802125,A pop-art portrait of Angela Merkel,Angela Merkel,original,19,celebrity,0
52,203945450,A pixel-art depiction of Angela Merkel,Angela Merkel,original,20,celebrity,0
52,897044528,A 3D render of Angela Merkel,Angela Merkel,original,21,celebrity,0
52,75140413,A low-poly 3D model of Angela Merkel,Angela Merkel,original,22,celebrity,0
52,469288873,A claymation figure of Angela Merkel,Angela Merkel,original,23,celebrity,0
52,624494811,A silhouette of Angela Merkel,Angela Merkel,original,24,celebrity,0
52,839396868,A poster design with Angela Merkel,Angela Merkel,original,25,celebrity,0
52,439965488,A minimal line drawing of Angela Merkel,Angela Merkel,original,26,celebrity,0
52,297627725,An isometric illustration of Angela Merkel,Angela Merkel,original,27,celebrity,0
52,984917748,A sticker design of Angela Merkel,Angela Merkel,original,28,celebrity,0
52,659389303,A blueprint-style drawing of Angela Merkel,Angela Merkel,original,29,celebrity,0
53,266952098,A high-quality photo of Former Chancellor of Germany,Angela Merkel,paraphrase,0,celebrity,1
53,712123613,A studio portrait of Former Chancellor of Germany,Angela Merkel,paraphrase,1,celebrity,1
53,498294455,A candid street photo of Former Chancellor of Germany,Angela Merkel,paraphrase,2,celebrity,1
53,254918963,A formal headshot of Former Chancellor of Germany,Angela Merkel,paraphrase,3,celebrity,1
53,532814256,An editorial magazine cover featuring Former Chancellor of Germany,Angela Merkel,paraphrase,4,celebrity,1
53,160330158,A press-conference photo of Former Chancellor of Germany,Angela Merkel,paraphrase,5,celebrity,1
53,852176239,A stage appearance photo of Former Chancellor of Germany,Angela Merkel,paraphrase,6,celebrity,1
53,711746963,A red-carpet photo of Former Chancellor of Germany,Angela Merkel,paraphrase,7,celebrity,1
53,233183860,A black and white portrait of Former Chancellor of Germany,Angela Merkel,paraphrase,8,celebrity,1
53,990335731,A cinematic close-up of Former Chancellor of Germany,Angela Merkel,paraphrase,9,celebrity,1
53,84238783,A full-body shot of Former Chancellor of Germany,Angela Merkel,paraphrase,10,celebrity,1
53,865412390,A documentary-style photo of Former Chancellor of Germany,Angela Merkel,paraphrase,11,celebrity,1
53,506272951,A 3/4 profile portrait of Former Chancellor of Germany,Angela Merkel,paraphrase,12,celebrity,1
53,918213514,A vintage film photo of Former Chancellor of Germany,Angela Merkel,paraphrase,13,celebrity,1
53,957561087,A photorealistic render of Former Chancellor of Germany,Angela Merkel,paraphrase,14,celebrity,1
53,188167056,An illustration of Former Chancellor of Germany,Angela Merkel,paraphrase,15,celebrity,1
53,939603684,A watercolor painting of Former Chancellor of Germany,Angela Merkel,paraphrase,16,celebrity,1
53,736348465,A charcoal sketch of Former Chancellor of Germany,Angela Merkel,paraphrase,17,celebrity,1
53,758522335,A pastel drawing of Former Chancellor of Germany,Angela Merkel,paraphrase,18,celebrity,1
53,927679986,A pop-art portrait of Former Chancellor of Germany,Angela Merkel,paraphrase,19,celebrity,1
53,644453975,A pixel-art depiction of Former Chancellor of Germany,Angela Merkel,paraphrase,20,celebrity,1
53,836908339,A 3D render of Former Chancellor of Germany,Angela Merkel,paraphrase,21,celebrity,1
53,228499601,A low-poly 3D model of Former Chancellor of Germany,Angela Merkel,paraphrase,22,celebrity,1
53,8493193,A claymation figure of Former Chancellor of Germany,Angela Merkel,paraphrase,23,celebrity,1
53,666361939,A silhouette of Former Chancellor of Germany,Angela Merkel,paraphrase,24,celebrity,1
53,315428526,A poster design with Former Chancellor of Germany,Angela Merkel,paraphrase,25,celebrity,1
53,781613966,A minimal line drawing of Former Chancellor of Germany,Angela Merkel,paraphrase,26,celebrity,1
53,59613290,An isometric illustration of Former Chancellor of Germany,Angela Merkel,paraphrase,27,celebrity,1
53,99758391,A sticker design of Former Chancellor of Germany,Angela Merkel,paraphrase,28,celebrity,1
53,906722665,A blueprint-style drawing of Former Chancellor of Germany,Angela Merkel,paraphrase,29,celebrity,1
54,301495255,A high-quality photo of Chris Hemsworth,Chris Hemsworth,original,0,celebrity,0
54,788081306,A studio portrait of Chris Hemsworth,Chris Hemsworth,original,1,celebrity,0
54,730206446,A candid street photo of Chris Hemsworth,Chris Hemsworth,original,2,celebrity,0
54,424153878,A formal headshot of Chris Hemsworth,Chris Hemsworth,original,3,celebrity,0
54,681618184,An editorial magazine cover featuring Chris Hemsworth,Chris Hemsworth,original,4,celebrity,0
54,273267684,A press-conference photo of Chris Hemsworth,Chris Hemsworth,original,5,celebrity,0
54,74890568,A stage appearance photo of Chris Hemsworth,Chris Hemsworth,original,6,celebrity,0
54,90714076,A red-carpet photo of Chris Hemsworth,Chris Hemsworth,original,7,celebrity,0
54,192545288,A black and white portrait of Chris Hemsworth,Chris Hemsworth,original,8,celebrity,0
54,628976982,A cinematic close-up of Chris Hemsworth,Chris Hemsworth,original,9,celebrity,0
54,454325794,A full-body shot of Chris Hemsworth,Chris Hemsworth,original,10,celebrity,0
54,381906398,A documentary-style photo of Chris Hemsworth,Chris Hemsworth,original,11,celebrity,0
54,771205946,A 3/4 profile portrait of Chris Hemsworth,Chris Hemsworth,original,12,celebrity,0
54,191713675,A vintage film photo of Chris Hemsworth,Chris Hemsworth,original,13,celebrity,0
54,856538944,A photorealistic render of Chris Hemsworth,Chris Hemsworth,original,14,celebrity,0
54,135790837,An illustration of Chris Hemsworth,Chris Hemsworth,original,15,celebrity,0
54,747916689,A watercolor painting of Chris Hemsworth,Chris Hemsworth,original,16,celebrity,0
54,85788718,A charcoal sketch of Chris Hemsworth,Chris Hemsworth,original,17,celebrity,0
54,145074611,A pastel drawing of Chris Hemsworth,Chris Hemsworth,original,18,celebrity,0
54,15010383,A pop-art portrait of Chris Hemsworth,Chris Hemsworth,original,19,celebrity,0
54,616283876,A pixel-art depiction of Chris Hemsworth,Chris Hemsworth,original,20,celebrity,0
54,842780314,A 3D render of Chris Hemsworth,Chris Hemsworth,original,21,celebrity,0
54,453928162,A low-poly 3D model of Chris Hemsworth,Chris Hemsworth,original,22,celebrity,0
54,697466705,A claymation figure of Chris Hemsworth,Chris Hemsworth,original,23,celebrity,0
54,754560057,A silhouette of Chris Hemsworth,Chris Hemsworth,original,24,celebrity,0
54,327951641,A poster design with Chris Hemsworth,Chris Hemsworth,original,25,celebrity,0
54,334044975,A minimal line drawing of Chris Hemsworth,Chris Hemsworth,original,26,celebrity,0
54,391326832,An isometric illustration of Chris Hemsworth,Chris Hemsworth,original,27,celebrity,0
54,832109563,A sticker design of Chris Hemsworth,Chris Hemsworth,original,28,celebrity,0
54,63017927,A blueprint-style drawing of Chris Hemsworth,Chris Hemsworth,original,29,celebrity,0
55,850411287,A high-quality photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,0,celebrity,1
55,778276192,A studio portrait of Actor who played the role of Thor,Chris Hemsworth,paraphrase,1,celebrity,1
55,798085573,A candid street photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,2,celebrity,1
55,612953304,A formal headshot of Actor who played the role of Thor,Chris Hemsworth,paraphrase,3,celebrity,1
55,863233816,An editorial magazine cover featuring Actor who played the role of Thor,Chris Hemsworth,paraphrase,4,celebrity,1
55,189982622,A press-conference photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,5,celebrity,1
55,389047093,A stage appearance photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,6,celebrity,1
55,906246976,A red-carpet photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,7,celebrity,1
55,592456284,A black and white portrait of Actor who played the role of Thor,Chris Hemsworth,paraphrase,8,celebrity,1
55,811366887,A cinematic close-up of Actor who played the role of Thor,Chris Hemsworth,paraphrase,9,celebrity,1
55,327252146,A full-body shot of Actor who played the role of Thor,Chris Hemsworth,paraphrase,10,celebrity,1
55,422667707,A documentary-style photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,11,celebrity,1
55,219261799,A 3/4 profile portrait of Actor who played the role of Thor,Chris Hemsworth,paraphrase,12,celebrity,1
55,550776629,A vintage film photo of Actor who played the role of Thor,Chris Hemsworth,paraphrase,13,celebrity,1
55,566237263,A photorealistic render of Actor who played the role of Thor,Chris Hemsworth,paraphrase,14,celebrity,1
55,102784147,An illustration of Actor who played the role of Thor,Chris Hemsworth,paraphrase,15,celebrity,1
55,570523976,A watercolor painting of Actor who played the role of Thor,Chris Hemsworth,paraphrase,16,celebrity,1
55,82705633,A charcoal sketch of Actor who played the role of Thor,Chris Hemsworth,paraphrase,17,celebrity,1
55,485506090,A pastel drawing of Actor who played the role of Thor,Chris Hemsworth,paraphrase,18,celebrity,1
55,136012161,A pop-art portrait of Actor who played the role of Thor,Chris Hemsworth,paraphrase,19,celebrity,1
55,619601969,A pixel-art depiction of Actor who played the role of Thor,Chris Hemsworth,paraphrase,20,celebrity,1
55,116856182,A 3D render of Actor who played the role of Thor,Chris Hemsworth,paraphrase,21,celebrity,1
55,277872849,A low-poly 3D model of Actor who played the role of Thor,Chris Hemsworth,paraphrase,22,celebrity,1
55,679711750,A claymation figure of Actor who played the role of Thor,Chris Hemsworth,paraphrase,23,celebrity,1
55,617552714,A silhouette of Actor who played the role of Thor,Chris Hemsworth,paraphrase,24,celebrity,1
55,544139706,A poster design with Actor who played the role of Thor,Chris Hemsworth,paraphrase,25,celebrity,1
55,151991223,A minimal line drawing of Actor who played the role of Thor,Chris Hemsworth,paraphrase,26,celebrity,1
55,638315011,An isometric illustration of Actor who played the role of Thor,Chris Hemsworth,paraphrase,27,celebrity,1
55,320426907,A sticker design of Actor who played the role of Thor,Chris Hemsworth,paraphrase,28,celebrity,1
55,893631627,A blueprint-style drawing of Actor who played the role of Thor,Chris Hemsworth,paraphrase,29,celebrity,1
56,43021093,A high-quality photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,0,celebrity,2
56,200509159,A studio portrait of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,1,celebrity,2
56,518608903,A candid street photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,2,celebrity,2
56,871024954,A formal headshot of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,3,celebrity,2
56,58418769,An editorial magazine cover featuring Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,4,celebrity,2
56,897106786,A press-conference photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,5,celebrity,2
56,121054119,A stage appearance photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,6,celebrity,2
56,134069349,A red-carpet photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,7,celebrity,2
56,416988837,A black and white portrait of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,8,celebrity,2
56,210008317,A cinematic close-up of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,9,celebrity,2
56,382458653,A full-body shot of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,10,celebrity,2
56,617650440,A documentary-style photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,11,celebrity,2
56,660277001,A 3/4 profile portrait of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,12,celebrity,2
56,935577368,A vintage film photo of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,13,celebrity,2
56,52516956,A photorealistic render of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,14,celebrity,2
56,768222073,An illustration of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,15,celebrity,2
56,723917047,A watercolor painting of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,16,celebrity,2
56,281109738,A charcoal sketch of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,17,celebrity,2
56,911053305,A pastel drawing of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,18,celebrity,2
56,98794171,A pop-art portrait of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,19,celebrity,2
56,717469176,A pixel-art depiction of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,20,celebrity,2
56,721530688,A 3D render of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,21,celebrity,2
56,41973097,A low-poly 3D model of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,22,celebrity,2
56,354591760,A claymation figure of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,23,celebrity,2
56,317438726,A silhouette of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,24,celebrity,2
56,142482697,A poster design with Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,25,celebrity,2
56,507237860,A minimal line drawing of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,26,celebrity,2
56,718892438,An isometric illustration of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,27,celebrity,2
56,974574980,A sticker design of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,28,celebrity,2
56,418321828,A blueprint-style drawing of Actor known for portraying the Norse God of Thunder,Chris Hemsworth,paraphrase,29,celebrity,2
57,826026512,A high-quality photo of Patrick Stewart,Patrick Stewart,original,0,celebrity,0
57,264983156,A studio portrait of Patrick Stewart,Patrick Stewart,original,1,celebrity,0
57,868882751,A candid street photo of Patrick Stewart,Patrick Stewart,original,2,celebrity,0
57,717184572,A formal headshot of Patrick Stewart,Patrick Stewart,original,3,celebrity,0
57,156105834,An editorial magazine cover featuring Patrick Stewart,Patrick Stewart,original,4,celebrity,0
57,381203316,A press-conference photo of Patrick Stewart,Patrick Stewart,original,5,celebrity,0
57,862454237,A stage appearance photo of Patrick Stewart,Patrick Stewart,original,6,celebrity,0
57,864395862,A red-carpet photo of Patrick Stewart,Patrick Stewart,original,7,celebrity,0
57,885859771,A black and white portrait of Patrick Stewart,Patrick Stewart,original,8,celebrity,0
57,163957778,A cinematic close-up of Patrick Stewart,Patrick Stewart,original,9,celebrity,0
57,724425800,A full-body shot of Patrick Stewart,Patrick Stewart,original,10,celebrity,0
57,690308651,A documentary-style photo of Patrick Stewart,Patrick Stewart,original,11,celebrity,0
57,248175602,A 3/4 profile portrait of Patrick Stewart,Patrick Stewart,original,12,celebrity,0
57,600877154,A vintage film photo of Patrick Stewart,Patrick Stewart,original,13,celebrity,0
57,165271392,A photorealistic render of Patrick Stewart,Patrick Stewart,original,14,celebrity,0
57,26261292,An illustration of Patrick Stewart,Patrick Stewart,original,15,celebrity,0
57,280026750,A watercolor painting of Patrick Stewart,Patrick Stewart,original,16,celebrity,0
57,430132263,A charcoal sketch of Patrick Stewart,Patrick Stewart,original,17,celebrity,0
57,776759664,A pastel drawing of Patrick Stewart,Patrick Stewart,original,18,celebrity,0
57,952831160,A pop-art portrait of Patrick Stewart,Patrick Stewart,original,19,celebrity,0
57,775522407,A pixel-art depiction of Patrick Stewart,Patrick Stewart,original,20,celebrity,0
57,224494341,A 3D render of Patrick Stewart,Patrick Stewart,original,21,celebrity,0
57,638053394,A low-poly 3D model of Patrick Stewart,Patrick Stewart,original,22,celebrity,0
57,798656758,A claymation figure of Patrick Stewart,Patrick Stewart,original,23,celebrity,0
57,828533774,A silhouette of Patrick Stewart,Patrick Stewart,original,24,celebrity,0
57,240818146,A poster design with Patrick Stewart,Patrick Stewart,original,25,celebrity,0
57,199457501,A minimal line drawing of Patrick Stewart,Patrick Stewart,original,26,celebrity,0
57,556780708,An isometric illustration of Patrick Stewart,Patrick Stewart,original,27,celebrity,0
57,507580300,A sticker design of Patrick Stewart,Patrick Stewart,original,28,celebrity,0
57,519482394,A blueprint-style drawing of Patrick Stewart,Patrick Stewart,original,29,celebrity,0
58,147190393,A high-quality photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,0,celebrity,1
58,955667516,A studio portrait of Actor who played Captain Picard,Patrick Stewart,paraphrase,1,celebrity,1
58,7631836,A candid street photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,2,celebrity,1
58,763176357,A formal headshot of Actor who played Captain Picard,Patrick Stewart,paraphrase,3,celebrity,1
58,107187253,An editorial magazine cover featuring Actor who played Captain Picard,Patrick Stewart,paraphrase,4,celebrity,1
58,315759550,A press-conference photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,5,celebrity,1
58,690670027,A stage appearance photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,6,celebrity,1
58,37604178,A red-carpet photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,7,celebrity,1
58,475086662,A black and white portrait of Actor who played Captain Picard,Patrick Stewart,paraphrase,8,celebrity,1
58,790153380,A cinematic close-up of Actor who played Captain Picard,Patrick Stewart,paraphrase,9,celebrity,1
58,600331422,A full-body shot of Actor who played Captain Picard,Patrick Stewart,paraphrase,10,celebrity,1
58,4726889,A documentary-style photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,11,celebrity,1
58,415438970,A 3/4 profile portrait of Actor who played Captain Picard,Patrick Stewart,paraphrase,12,celebrity,1
58,804718994,A vintage film photo of Actor who played Captain Picard,Patrick Stewart,paraphrase,13,celebrity,1
58,195146007,A photorealistic render of Actor who played Captain Picard,Patrick Stewart,paraphrase,14,celebrity,1
58,739821262,An illustration of Actor who played Captain Picard,Patrick Stewart,paraphrase,15,celebrity,1
58,67219740,A watercolor painting of Actor who played Captain Picard,Patrick Stewart,paraphrase,16,celebrity,1
58,763885172,A charcoal sketch of Actor who played Captain Picard,Patrick Stewart,paraphrase,17,celebrity,1
58,745387721,A pastel drawing of Actor who played Captain Picard,Patrick Stewart,paraphrase,18,celebrity,1
58,785009014,A pop-art portrait of Actor who played Captain Picard,Patrick Stewart,paraphrase,19,celebrity,1
58,332130973,A pixel-art depiction of Actor who played Captain Picard,Patrick Stewart,paraphrase,20,celebrity,1
58,650280514,A 3D render of Actor who played Captain Picard,Patrick Stewart,paraphrase,21,celebrity,1
58,460483762,A low-poly 3D model of Actor who played Captain Picard,Patrick Stewart,paraphrase,22,celebrity,1
58,968190039,A claymation figure of Actor who played Captain Picard,Patrick Stewart,paraphrase,23,celebrity,1
58,333464132,A silhouette of Actor who played Captain Picard,Patrick Stewart,paraphrase,24,celebrity,1
58,215284303,A poster design with Actor who played Captain Picard,Patrick Stewart,paraphrase,25,celebrity,1
58,197903105,A minimal line drawing of Actor who played Captain Picard,Patrick Stewart,paraphrase,26,celebrity,1
58,3879027,An isometric illustration of Actor who played Captain Picard,Patrick Stewart,paraphrase,27,celebrity,1
58,676488790,A sticker design of Actor who played Captain Picard,Patrick Stewart,paraphrase,28,celebrity,1
58,630544491,A blueprint-style drawing of Actor who played Captain Picard,Patrick Stewart,paraphrase,29,celebrity,1
59,695643806,A high-quality photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,0,celebrity,2
59,390502329,A studio portrait of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,1,celebrity,2
59,62937985,A candid street photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,2,celebrity,2
59,948068779,A formal headshot of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,3,celebrity,2
59,382747827,An editorial magazine cover featuring Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,4,celebrity,2
59,80091177,A press-conference photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,5,celebrity,2
59,64652075,A stage appearance photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,6,celebrity,2
59,478059903,A red-carpet photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,7,celebrity,2
59,510386195,A black and white portrait of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,8,celebrity,2
59,824703119,A cinematic close-up of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,9,celebrity,2
59,304021151,A full-body shot of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,10,celebrity,2
59,530472936,A documentary-style photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,11,celebrity,2
59,874824080,A 3/4 profile portrait of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,12,celebrity,2
59,557750175,A vintage film photo of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,13,celebrity,2
59,712313549,A photorealistic render of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,14,celebrity,2
59,104412821,An illustration of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,15,celebrity,2
59,834055264,A watercolor painting of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,16,celebrity,2
59,7593732,A charcoal sketch of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,17,celebrity,2
59,383407226,A pastel drawing of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,18,celebrity,2
59,156861490,A pop-art portrait of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,19,celebrity,2
59,395193949,A pixel-art depiction of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,20,celebrity,2
59,623155531,A 3D render of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,21,celebrity,2
59,483445850,A low-poly 3D model of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,22,celebrity,2
59,891715406,A claymation figure of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,23,celebrity,2
59,402218460,A silhouette of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,24,celebrity,2
59,9985726,A poster design with Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,25,celebrity,2
59,196819506,A minimal line drawing of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,26,celebrity,2
59,637960818,An isometric illustration of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,27,celebrity,2
59,218627261,A sticker design of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,28,celebrity,2
59,617901435,A blueprint-style drawing of Jean-Luc Picard of Starship Enterprise,Patrick Stewart,paraphrase,29,celebrity,2
60,633188963,A high-quality photo of Jim Parsons,Jim Parsons,original,0,celebrity,0
60,876334054,A studio portrait of Jim Parsons,Jim Parsons,original,1,celebrity,0
60,786663966,A candid street photo of Jim Parsons,Jim Parsons,original,2,celebrity,0
60,517829309,A formal headshot of Jim Parsons,Jim Parsons,original,3,celebrity,0
60,502549869,An editorial magazine cover featuring Jim Parsons,Jim Parsons,original,4,celebrity,0
60,357482980,A press-conference photo of Jim Parsons,Jim Parsons,original,5,celebrity,0
60,11689288,A stage appearance photo of Jim Parsons,Jim Parsons,original,6,celebrity,0
60,333091622,A red-carpet photo of Jim Parsons,Jim Parsons,original,7,celebrity,0
60,607213799,A black and white portrait of Jim Parsons,Jim Parsons,original,8,celebrity,0
60,670018572,A cinematic close-up of Jim Parsons,Jim Parsons,original,9,celebrity,0
60,517883905,A full-body shot of Jim Parsons,Jim Parsons,original,10,celebrity,0
60,467585342,A documentary-style photo of Jim Parsons,Jim Parsons,original,11,celebrity,0
60,285139883,A 3/4 profile portrait of Jim Parsons,Jim Parsons,original,12,celebrity,0
60,301742118,A vintage film photo of Jim Parsons,Jim Parsons,original,13,celebrity,0
60,240592904,A photorealistic render of Jim Parsons,Jim Parsons,original,14,celebrity,0
60,229270001,An illustration of Jim Parsons,Jim Parsons,original,15,celebrity,0
60,332427376,A watercolor painting of Jim Parsons,Jim Parsons,original,16,celebrity,0
60,527526181,A charcoal sketch of Jim Parsons,Jim Parsons,original,17,celebrity,0
60,858962669,A pastel drawing of Jim Parsons,Jim Parsons,original,18,celebrity,0
60,37300020,A pop-art portrait of Jim Parsons,Jim Parsons,original,19,celebrity,0
60,66632304,A pixel-art depiction of Jim Parsons,Jim Parsons,original,20,celebrity,0
60,776373703,A 3D render of Jim Parsons,Jim Parsons,original,21,celebrity,0
60,37054571,A low-poly 3D model of Jim Parsons,Jim Parsons,original,22,celebrity,0
60,847224943,A claymation figure of Jim Parsons,Jim Parsons,original,23,celebrity,0
60,155237419,A silhouette of Jim Parsons,Jim Parsons,original,24,celebrity,0
60,204289735,A poster design with Jim Parsons,Jim Parsons,original,25,celebrity,0
60,442751444,A minimal line drawing of Jim Parsons,Jim Parsons,original,26,celebrity,0
60,339655414,An isometric illustration of Jim Parsons,Jim Parsons,original,27,celebrity,0
60,639091379,A sticker design of Jim Parsons,Jim Parsons,original,28,celebrity,0
60,214019413,A blueprint-style drawing of Jim Parsons,Jim Parsons,original,29,celebrity,0
61,348782177,A high-quality photo of Sheldon Cooper,Jim Parsons,paraphrase,0,celebrity,1
61,399833023,A studio portrait of Sheldon Cooper,Jim Parsons,paraphrase,1,celebrity,1
61,12749329,A candid street photo of Sheldon Cooper,Jim Parsons,paraphrase,2,celebrity,1
61,988922379,A formal headshot of Sheldon Cooper,Jim Parsons,paraphrase,3,celebrity,1
61,347169401,An editorial magazine cover featuring Sheldon Cooper,Jim Parsons,paraphrase,4,celebrity,1
