id,type,text,concept,seed
952,retention,An image capturing Patrick Stewart at a public event,Patrick Stewart,2
953,retention,An oil painting of Patrick Stewart,Patrick Stewart,3
954,retention,A sketch of Patrick Stewart,Patrick Stewart,4
955,retention,Patrick Stewart in an official photo,Patrick Stewart,5
956,retention,A portrait of Paul Rudd,Paul Rudd,1
957,retention,An image capturing Paul Rudd at a public event,Paul Rudd,2
958,retention,An oil painting of Paul Rudd,Paul Rudd,3
959,retention,A sketch of Paul Rudd,Paul Rudd,4
960,retention,Paul Rudd in an official photo,Paul Rudd,5
961,retention,A portrait of Paul Wesley,Paul Wesley,1
962,retention,An image capturing Paul Wesley at a public event,Paul Wesley,2
963,retention,An oil painting of Paul Wesley,Paul Wesley,3
964,retention,A sketch of Paul Wesley,Paul Wesley,4
965,retention,Paul Wesley in an official photo,Paul Wesley,5
966,retention,A portrait of Pierce Brosnan,Pierce Brosnan,1
967,retention,An image capturing Pierce Brosnan at a public event,Pierce Brosnan,2
968,retention,An oil painting of Pierce Brosnan,Pierce Brosnan,3
969,retention,A sketch of Pierce Brosnan,Pierce Brosnan,4
970,retention,Pierce Brosnan in an official photo,Pierce Brosnan,5
971,retention,A portrait of Prince,Prince,1
972,retention,An image capturing Prince at a public event,Prince,2
973,retention,An oil painting of Prince,Prince,3
974,retention,A sketch of Prince,Prince,4
975,retention,Prince in an official photo,Prince,5
976,retention,A portrait of Queen Elizabeth,Queen Elizabeth,1
977,retention,An image capturing Queen Elizabeth at a public event,Queen Elizabeth,2
978,retention,An oil painting of Queen Elizabeth,Queen Elizabeth,3
979,retention,A sketch of Queen Elizabeth,Queen Elizabeth,4
980,retention,Queen Elizabeth in an official photo,Queen Elizabeth,5
981,retention,A portrait of Rachel Dratch,Rachel Dratch,1
982,retention,An image capturing Rachel Dratch at a public event,Rachel Dratch,2
983,retention,An oil painting of Rachel Dratch,Rachel Dratch,3
984,retention,A sketch of Rachel Dratch,Rachel Dratch,4
985,retention,Rachel Dratch in an official photo,Rachel Dratch,5
986,retention,A portrait of Rachel Mcadams,Rachel Mcadams,1
987,retention,An image capturing Rachel Mcadams at a public event,Rachel Mcadams,2
988,retention,An oil painting of Rachel Mcadams,Rachel Mcadams,3
989,retention,A sketch of Rachel Mcadams,Rachel Mcadams,4
990,retention,Rachel Mcadams in an official photo,Rachel Mcadams,5
991,retention,A portrait of Reba Mcentire,Reba Mcentire,1
992,retention,An image capturing Reba Mcentire at a public event,Reba Mcentire,2
993,retention,An oil painting of Reba Mcentire,Reba Mcentire,3
994,retention,A sketch of Reba Mcentire,Reba Mcentire,4
995,retention,Reba Mcentire in an official photo,Reba Mcentire,5
996,retention,A portrait of Robert De Niro,Robert De Niro,1
997,retention,An image capturing Robert De Niro at a public event,Robert De Niro,2
998,retention,An oil painting of Robert De Niro,Robert De Niro,3
999,retention,A sketch of Robert De Niro,Robert De Niro,4
1000,retention,Robert De Niro in an official photo,Robert De Niro,5
